user_id,tier,comfort_zone_med,cz_group,bet_habit,spins_habit,spin_habit_group,weekly_play_days,bet_habit_group,bets_habit,daily_wager_group,ltv
Slots|Android|9a49c49c32204863,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|1375121935,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|548747142,3,3.99,2,"2,147,483,647","4,178",13,7,6,"792,857",12,"2,019.44"
Slots|Apple|2993883C-7E33-4BAD-8519-CBE0FBA231ED_1,0,0,1,"613,070,571","1,081",13,7,5,"304,017",10,0
Slots|Facebook|1347796699,0,0,1,"254,101,071","1,214",13,6.9,4,"94,285",9,5
Slots|Gamesys|vgreen56@hotmail.com,0,0,1,"32,090,000",31,2,2,6,"860,000",7,0
Slots|Facebook|100000345557512,0,0,1,"40,949,285",85,5,2,5,"435,357",7,0
Slots|Apple|EC6E668C-49A8-44E0-916C-0347FA95A3E5,0,0,1,"930,741,071","1,362",13,6.5,6,"580,357",10,0
Slots|Android|dda5ed8726834b58,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100007128218700,0,0,1,"52,095,982",153,7,5.5,5,"387,053",8,7.99
Slots|Android|93e62e90ec9fdee1,0,0,1,"117,688,467",381,9,7,5,"223,964",9,0
Slots|Facebook|896030433,0,0,1,"78,369,533",182,7,3.5,4,"68,333",8,7.98
Slots|Facebook|100540731634157,0,0,1,"19,836,666",47,3,2,5,"166,666",7,0
Slots|Facebook|1623071122,7,0,1,"262,504,285",225,8,6.1,6,"556,160",9,"69,038"
Slots|Apple|E4E39777-A8CA-4B17-8EE6-A560FB8556D4,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|275688819267760,0,0,1,"167,510,000",244,8,2,6,"670,000",9,0
Slots|Facebook|1319142458,1,9.99,3,"559,627,571","2,569",13,7,5,"153,000",10,9.99
Slots|Android|380892ef16185b8f,0,0,1,"117,600",77,4,2,2,"1,000",3,0
Slots|Facebook|100000398191640,3,0,1,"153,551,339",211,8,5.8,6,"604,017",9,"2,128"
Slots|Facebook|1182324735111690,0,0,1,"318,133,333",77,4,2,8,"5,333,333",9,6
Slots|Android|f7de3cbe300948a0,0,0,1,"12,285,600","2,304",13,7,2,"6,000",7,0
Slots|Facebook|1349286449,0,0,1,"153,433,035",37,2,2,7,"4,102,678",9,0
Slots|Apple|9AA9D3CF-CDAE-4588-B5F2-AC3DC278FD73,0,0,1,"7,745,238",80,5,2,5,"133,333",6,0
Slots|Android|b7dd6c7ef10425ae,0,0,1,"1,230,500",760,12,2,2,"1,500",5,0
Slots|Apple|21DF7B52-8FA0-49E3-B6F7-C8022E5F8680,1,7.99,2,"11,637,464",153,7,5.86,4,"76,571",7,33.95
Slots|Android|1f0da085c6037f27,0,0,1,"5,828,800",333,9,3.5,2,"3,750",6,0
Slots|Facebook|756378798,4,0,1,"2,147,483,647",245,8,4.4,7,"3,304,017",12,"2,880"
Slots|Facebook|100002326561318,0,0,1,"9,021,000",141,6,2,3,"37,500",6,0
Slots|Facebook|100001062454966,2,0,1,"1,441,041,071",777,12,6.9,7,"1,814,285",11,115
Slots|Apple|6AFFDABB-185D-41E9-B443-018FF9B885D0,0,0,1,"25,736,250",136,6,7,5,"199,285",7,0
Slots|Android|76dac8f1f1786000,0,0,1,"5,530,233",325,9,7,3,"14,083",6,0
Slots|Android|7c14bf4c671f6f2c_1,0,0,1,"88,487,857",688,11,5.3,4,"99,500",8,0
Slots|Facebook|100005811517226,0,0,1,0,0,1,0,1,0,1,0
Slots|Apple|0B4274DE-AAF3-4F20-BA29-2D76C0962076,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100000511965531,0,0,1,"92,939,285",597,11,5.92,5,"158,928",8,0
Slots|Android|1d4cb71797730fe5,0,0,1,"79,960,166","1,914",13,7,3,"31,204",8,0
Slots|Android|448f09918bd82ebd,0,1.99,2,"173,715,357",324,9,7,5,"134,821",9,10.96
Slots|Facebook|1221380062,1,6.59,2,"2,082,758,785","2,826",13,7,5,"418,214",12,85.87
Slots|Facebook|1205547649,1,0,1,"79,660,000",165,7,2,6,"580,000",8,37.95
Slots|Android|bf682f5936c831d4,0,0,1,0,0,1,0,1,0,1,0
Slots|Apple|8CC217E1-9F41-4BD3-9CD6-1A5BA929800D,0,0,1,0,0,1,0,1,0,1,0
Slots|Android|282b4b3bdf7083cb,0,0,1,"9,367,535",90,5,2.8,3,"41,800",6,0
Slots|Facebook|100001278471174,0,0,1,"2,147,483,647","1,364",13,5.6,7,"1,339,285",12,0
Slots|Facebook|100000165638181,0,0,1,"990,666,666",521,11,2,7,"2,000,000",10,0
Slots|Facebook|578185850,0,0,1,"720,319,642",464,10,4.6,7,"1,296,428",10,0
Slots|Apple|A2CD5673-2335-45E4-AEAB-8464BEB2AE9B,0,0,1,"901,204,678",431,10,5.5,7,"1,893,750",10,0
Slots|Android|3d5606d5dde3b858,0,0,1,"1,840,800",215,8,2,3,"19,166",5,0
Slots|Apple|07DC4944-A5C9-4548-AA91-257E62FFB380,2,1.99,2,"1,037,371,964",678,11,3.15,6,"701,785",11,438.26
Slots|Android|e0ed23cc56e6ad8d,0,0,1,0,0,1,0,1,0,1,0
Slots|Apple|5B527BBD-A46B-4363-9610-DCD1D750C1C0,0,0,1,0,0,1,0,1,0,1,0
Slots|Android|145c72cfbe32b9fa,0,0,1,"743,014,285",140,6,3.46,7,"4,200,000",10,0
Slots|Facebook|100001918566707,0,0,1,0,0,1,0,1,0,1,0
Slots|Android|bc31de70a5a11ffd,0,0,1,0,0,1,0,1,0,1,0
Slots|Android|bf1d817a8e76592e,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100000492623223,0,0,1,"105,698,857",667,11,5.7,5,"140,571",9,0
Slots|Android|3123d41a2db50704_1,0,0,1,"174,425,000",91,5,2,7,"1,350,000",9,0
Slots|Apple|16139A9F-3E74-45E6-8E04-30DAF3E85EA3,0,0,1,"19,725,107",170,7,6.5,4,"93,446",7,0
Slots|Facebook|682632901,0,0,1,"16,189,642",81,5,6.6,5,"203,928",7,6
Slots|Apple|3F501AC5-EFE8-4E43-ACD7-13D2B76D33B6_1,0,0,1,"258,666,666",60,4,2,7,"4,266,666",9,0
Slots|Facebook|100001816505495,0,0,1,"128,231,726","1,145",13,3.18,5,"127,066",9,0
Slots|Apple|BBE9E4EE-3B12-4608-9290-355A1441D666,0,0,1,"10,854,285",36,2,3.06,5,"336,428",7,0.99
Slots|Facebook|100003183246772,5,4.99,2,"2,147,483,647","2,005",13,6.5,7,"1,896,428",12,"9,556.89"
Slots|Apple|CC777B26-ACA5-45DD-BE12-0D277A3C5A5F,0,0,1,"2,147,483,647",324,9,6.42,8,"6,677,385",12,0
Slots|Apple|38A4FBB0-4E2F-460A-97B2-0382AD9FBF4A,2,0,1,0,0,1,0,1,0,1,230.81
Slots|Facebook|100000915949429,1,0,1,"214,018,660",119,6,6.5,6,"601,785",9,11.97
Slots|Facebook|100002227350288,0,0,1,"24,822,053","3,150",13,7,2,"6,821",7,0
Slots|Facebook|100002773860275,1,0,1,"38,584,821",243,8,5.96,4,"91,071",7,20
Slots|Android|50b6d2e2a74a0792,0,0,1,"3,613,305",224,8,2.15,3,"30,225",5,0
Slots|Android|91b4df7a51003f7c,0,0,1,"98,985,107",416,10,7,5,"135,750",8,0
Slots|Facebook|100002884417949,4,2.99,2,"2,147,483,647","3,134",13,7,7,"4,675,357",12,"6,186"
Slots|Facebook|1320047005,0,0,1,"137,923,750",647,11,6.7,5,"237,142",9,0
Slots|Android|c41a6ab9de7cff1d,0,4.99,2,"69,412,321","1,552",13,0,3,"42,678",8,13.97
Slots|Facebook|100002001314368,0,0,1,"81,870,000",57,3,2,6,"816,666",8,0
Slots|Android|644450259636cbbe,0,0,1,"23,137,333",132,6,2.1,4,"96,333",7,0
Slots|Android|3f8a630906f80e2,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|1416474624,0,0,1,"40,352,946",171,7,4.17,5,"129,607",7,0
Slots|Facebook|100000160642039,0,0,1,0,0,1,0,1,0,1,0
Slots|Apple|2E298F70-E9B7-456C-B051-0FA26C7998FF,1,0,1,"22,162,000",94,5,2,5,"219,333",7,17.96
Slots|Android|e7284a2ebf205174,0,0,1,"105,301,607",541,11,5.2,5,"200,357",9,0
Slots|Apple|39A2AE90-D4B9-4D8B-87CA-F919B3D3CAEB,3,8.36,3,"2,147,483,647","1,611",13,4.81,7,"3,854,464",12,"2,354.84"
Slots|Apple|183D029D-DC30-422A-8763-DE096FF49248,0,0,1,"2,147,483,647","2,114",13,7,6,"862,500",12,0
Slots|Facebook|100005832547145,0,0,1,"511,563,333",616,11,2,6,"550,000",10,0
Slots|Facebook|1500228910,4,14.99,4,"1,695,420,928",406,10,3.8,7,"4,544,464",11,"6,261.30"
Slots|Facebook|100001837320492,2,0,1,"67,388,571",387,9,6.8,5,"182,142",8,248.54
Slots|Facebook|100004716963272,0,0,1,"1,456,371",58,3,2.73,3,"24,464",5,0
Slots|Android|3cba021d5fb3cba9,0,0,1,0,0,1,0,1,0,1,0
Slots|Android|c576631ca21ef2ae,0,0,1,"29,127,178",734,12,7,3,"46,678",7,0
Slots|Facebook|100002740316356,0,0,1,0,0,1,0,1,0,1,0
Slots|Facebook|100001175532085,0,0,1,"693,475,000","1,140",13,7,6,"666,071",10,1
Slots|Android|a9d24223cb4800b6,2,9.99,3,"90,396,250",204,8,3.38,5,"340,714",8,308.54
Slots|Facebook|100004952134522,4,80.99,8,"1,793,861,214",785,12,6.7,7,"2,650,000",11,"4,559.50"
Slots|Android|d5d520239ead9368,1,3.99,2,"42,571,892",608,11,7,4,"59,000",7,20.95
Slots|Facebook|1820738549,1,0,1,"32,641,142","1,026",13,7,2,"5,071",7,15
Slots|Apple|86D22566-FD5E-4823-9BD5-C6EFBCFEFA77,0,0,1,"96,599,285",366,9,5.8,5,"131,428",8,0
Slots|Facebook|10153382594833274,0,0,1,"73,700,000",108,6,6.5,6,"693,750",8,0
Slots|Apple|5510BE79-84E0-4CCB-A2DA-5EE4FBA58D31,0,0,1,0,0,1,0,1,0,1,0
Slots|Apple|3DA2730A-EF79-40FF-BBE2-CF376BB5D959,0,0,1,"503,396,482",934,12,7,4,"71,228",10,0
Slots|Facebook|1548841297,0,0,1,"1,767,691,285","3,279",13,4.45,6,"557,142",11,0
Slots|Facebook|100002060677284,0,0,1,"105,016,964",106,6,2,6,"883,928",9,0
Slots|Facebook|100002583111157,0,0,1,"53,295,000",36,2,2,7,"1,185,000",8,0
Slots|Android|23a89243ae60a11c,0,0,1,"27,725,653",241,8,4.08,5,"107,353",7,0
Slots|Facebook|142829844410434,0,0,1,"171,000",191,7,3.5,1,900,3,0
