user_id,tier,ltv
Slots|Facebook|537491041,9,"97,515.07"
Slots|Facebook|100001409190151,9,"97,374.84"
Slots|Facebook|100003280880799,8,"97,065.60"
Slots|Facebook|100000156712183,8,"96,642.14"
Slots|Apple|CF38312A-6191-42C3-B96A-BCD0E869B9F6,9,"95,626.40"
Slots|Apple|D368E9D0-BAFB-4BF2-A896-C63272A75562,8,"95,395.98"
Slots|Apple|5dc274e34e1f9643451aafff4ece44b7,8,"94,856.38"
Slots|Facebook|100000154806050,9,"93,824.99"
Slots|Apple|FB5431C5-67C6-4C6B-9610-A5C3809E9F49,8,"90,071.47"
Slots|Facebook|1413087851,9,"89,584.06"
Slots|Apple|e7c8e8820cd4b9efad31bf4d164bf863,7,"88,288.60"
Slots|Apple|a5c0f28cc413e86846cc042356abcb1f,8,"87,053.03"
Slots|Apple|61012BCE-D43F-4B05-8FA7-1E35ED15E0C4,8,"87,040.76"
Slots|Apple|AC0E7B56-8A8D-41F9-98FC-AE51F2E40315,8,"86,835.52"
Slots|Apple|c914f417a818cf88be8f6ccbdf29543a,8,"86,700.80"
Slots|Facebook|100000233650032,8,"86,420.92"
Slots|Facebook|100000984384222,8,"85,730.09"
Slots|Facebook|100002853267056,8,"84,831"
Slots|Facebook|1343884157,9,"83,360"
Slots|Facebook|1495707443,9,"82,486.46"
Slots|Facebook|1585674850,8,"82,413.04"
Slots|Facebook|100001046333511,8,"81,964.60"
Slots|Android|54bfa5711eee5fec,8,"81,348.09"
Slots|Facebook|1013935738,8,"81,301.84"
Slots|Facebook|100000565999220,8,"80,329.72"
Slots|Apple|3D781E69-D1F0-41AD-89A0-742895B6551D,8,"80,237.81"
Slots|Apple|b6e737de2cc39d31322ee40a4d7c47ca,8,"79,476.34"
Slots|Facebook|1412112251,9,"79,308.68"
Slots|Facebook|100001016326751,8,"79,084.12"
Slots|Apple|F657C0C3-D731-474D-B7FC-6614B9B9A4B3,7,"78,599.29"
Slots|Facebook|579081233,8,"78,273.37"
Slots|Facebook|553962039,8,"78,217.76"
Slots|Facebook|1324915949,8,"77,528.94"
Slots|Facebook|100000246258776,7,"77,209.14"
Slots|Apple|72F3DA6E-1AC9-4AA8-801C-C1161C2035D2,8,"76,609.45"
Slots|Facebook|100000918407395,9,"76,156.06"
Slots|Facebook|100006519490989,8,"76,033.88"
Slots|Apple|D25A744C-75C2-48AA-8581-123EB5ED52CF,8,"75,362.71"
Slots|Apple|2AF996DF-0C36-40B5-BF11-643D2CFBE1CC,8,"74,849.37"
Slots|Facebook|100002087425854,8,"74,822.22"
Slots|Apple|3EAADC67-53A0-4D94-80FC-1CCAA6BD1CA5,8,"74,802.39"
Slots|Facebook|1374917765,7,"74,516.71"
Slots|Facebook|100000754111325,8,"74,243.57"
Slots|Apple|d76328cbed4ec4c12d9267268143be68,8,"74,103.09"
Slots|Facebook|100002151305342,8,"73,697.30"
Slots|Facebook|1458016562,8,"73,521.14"
Slots|Apple|33ebfc62129975954803cbe5f3c57c4c,7,"73,470.25"
Slots|Apple|399146834b0ca1bf20b59c8064451003,8,"73,310.97"
Slots|Apple|2af444822e7e0ebb4099fa61504aedf0,8,"72,827.65"
Slots|Facebook|1366024842,8,"72,767.82"
Slots|Facebook|1081050591,9,"72,612.41"
Slots|Facebook|100007573541939,8,"71,742.57"
Slots|Facebook|1309674313,8,"71,650.45"
Slots|Android|9ce92f8838740d1d,8,"71,204.71"
Slots|Facebook|100000550772574,7,"71,166.58"
Slots|Facebook|100001722939524,7,"71,070.78"
Slots|Apple|3278B8CB-8B75-4E73-9913-96B3C69C1E18,7,"70,793.65"
Slots|Facebook|1487130374,8,"69,429.24"
Slots|Apple|17ee3fb558c1b5bc9dbe4c0bc641145b,8,"69,223.02"
Slots|Facebook|1780927988,8,"68,764.16"
Slots|Facebook|100003863076301,8,"67,219.98"
Slots|Apple|5bd0bd3e02a4b2fff1fe1930db06bc8e,7,"66,779.27"
Slots|Facebook|1244007727,9,"65,911.52"
Slots|Apple|23f97b9dc0a204df9618e8986586e49e,7,"65,894.36"
Slots|Apple|10FAE1D2-E0E9-4077-91EE-C317B47DC0C8,9,"65,828.59"
Slots|Facebook|1021543838,9,"65,396.13"
Slots|Apple|4A8D6A37-3B0B-4176-873D-608E8FC5411F,7,"64,103.55"
Slots|Apple|F5D2CFBC-8AA1-4014-8BAC-A6601FD085B2,7,"63,236.64"
Slots|Facebook|100001014653652,8,"62,927.61"
Slots|Apple|AD35D472-8EC8-4BF5-82BF-7DA893C1B9D6,7,"62,879.63"
Slots|Facebook|100002340528159,8,"62,806.51"
Slots|Apple|7d136d5c37c0c381d8d07c2968c3db38,8,"62,460.02"
Slots|Android|b2484b276a8290b0,7,"62,366.60"
Slots|Facebook|100003320455498,7,"62,362.78"
Slots|Facebook|1739191982,8,"62,104.50"
Slots|Apple|38bf102d0d31379ecbc5f1ea6b1ff832,8,"61,603.61"
Slots|Facebook|100001301103495,8,"61,371.16"
Slots|Apple|A226E88B-0025-44CF-AE3D-7E62C1ED692E,8,"61,346.65"
Slots|Facebook|100000400525096,8,"61,149.76"
Slots|Facebook|100003173038160,7,"59,878.82"
Slots|Facebook|1412652571,8,"59,727.37"
Slots|Facebook|100006381634484,7,"59,136.34"
Slots|Facebook|100002621906352,8,"58,864.12"
Slots|Apple|1d69ec6d547fbae429f11d177e7719ff,8,"58,782.73"
Slots|Gamesys|helloprecious@aol.com,7,"58,738.04"
Slots|Facebook|100004096913827,8,"58,368.97"
Slots|Facebook|100001038171954,8,"58,335.39"
Slots|Facebook|100006697203370,8,"58,289.91"
Slots|Apple|f17ea4c28199ca83a1f6d5da95a30683,8,"58,224.07"
Slots|Facebook|1208769187,7,"58,057.65"
Slots|Apple|e99d9088b977ca9cbfa9e39533b859c8,7,"56,696.21"
Slots|Facebook|100000484567514,7,"56,033.53"
Slots|Apple|9c507b57488b0b6ad1fe6e7c9df036cd,7,"55,946.14"
Slots|Apple|be0f262faaa083c568daac8220656b6c,7,"55,781.01"
Slots|Facebook|100000465630617,7,"55,439.84"
Slots|Apple|b40005ae7d519c89535c6f81ffe9801c,7,"55,350.84"
Slots|Apple|4AF57D45-78B2-4936-8C4B-290EFD44AA01,7,"55,345.27"
Slots|Facebook|100004952193041,7,"55,057.92"
Slots|Facebook|100000662022812,8,"54,950"
Slots|Apple|6E6E828A-6D13-4BDB-890C-2D3BB6E1177F,8,"54,843.44"
Slots|Apple|3a022937614cd06e4fad5b6617fb731c,7,"54,210.03"
Slots|Apple|D3FE6D7C-62D8-4F76-B691-2CA301767F7E,7,"53,061.47"
Slots|Facebook|569171161,8,"52,834.89"
Slots|Facebook|100001484873242,7,"52,353.19"
Slots|Facebook|586740249,7,"52,142.59"
Slots|Facebook|1375474095,7,"51,626.83"
Slots|Apple|77B15525-C12C-4B27-90B2-543C2BE4FDEF,7,"51,462.14"
Slots|Facebook|718492132,10,"51,429.87"
Slots|Facebook|100000560172985,9,"51,385.98"
Slots|Apple|EC90ADCE-2B92-438E-938F-2201C1CFA4F4,7,"51,287.92"
Slots|Facebook|100003047390814,7,"51,174.21"
Slots|Facebook|100003797666540,8,"51,000"
Slots|Apple|1955a8ab9ef323292a2db2d62f438f92,7,"50,897.53"
Slots|Apple|570a1c9b34242eed704014ab49376e0b,7,"50,847.74"
Slots|Facebook|801372191,8,"50,750.84"
Slots|Facebook|1292321383,7,"50,710.56"
Slots|Facebook|1036845490,7,"50,635"
Slots|Facebook|100000508545448,8,"50,452.81"
Slots|Facebook|710398775,6,"50,419.41"
Slots|Facebook|630472528,8,"50,404.69"
Slots|Facebook|100000237525291,8,"50,094.15"
Slots|Facebook|100000647211270,8,"49,965.63"
Slots|Facebook|100002839769062,7,"49,518.13"
Slots|Apple|2da3953c4f3a7af5a2671e259e894e7f,7,"48,882.14"
Slots|Facebook|100000143861895,7,"48,385.14"
Slots|Facebook|777729283,7,"48,041.91"
Slots|Facebook|568004438,7,"47,930.67"
Slots|Apple|4A57EFF4-80D4-4B0E-9BB8-B00BB81BBD14,7,"47,879.66"
Slots|Facebook|100000560172985,9,"47,340.42"
Slots|Facebook|655828844,8,"47,200"
Slots|Apple|9a653755183579dc067c78ce5882bb03,7,"46,728.43"
Slots|Facebook|100000521082759,8,"46,401.70"
Slots|Apple|87d7e1ef53bf1b8ebba827dee4ae9d04,7,"46,344.51"
Slots|Facebook|1213165862035821,7,"46,293.03"
Slots|Facebook|1637688330,7,"46,220.97"
Slots|Facebook|100002151305342,8,"46,140.80"
Slots|Apple|8ea9116e60f8c51e63aea2792430ad24,7,"46,079.81"
Slots|Facebook|590624721,7,"45,936.88"
Slots|Facebook|645986287,7,"45,765.24"
Slots|Apple|82B6D8CD-2C06-491D-A2FA-A319DBC59FF9,7,"45,602.23"
Slots|Facebook|1510860280,7,"45,553.10"
Slots|Facebook|100001417108919,8,"45,549.94"
Slots|Apple|89E48AEA-9354-454C-B1D1-2D70EDAD6553,6,"45,432.35"
Slots|Facebook|100001186356757,7,"45,308.17"
Slots|Apple|3426D72A-0CA7-4EB3-8C3F-EBB16207B044,6,"45,261.95"
Slots|Apple|440adc12a112e313a821d007587b2fa5,7,"45,015.91"
Slots|Facebook|100000121050310,8,"45,004.63"
Slots|Apple|6C01407F-9637-41C2-8B0A-653F24C894F0,7,"44,981.34"
Slots|Facebook|100001351224705,8,"44,329.96"
Slots|Facebook|100002850807057,8,"44,294.39"
Slots|Apple|C14E1656-A904-4A34-BD09-1E19AFCB9F98,7,"44,165.57"
Slots|Apple|8B639887-5171-4017-8288-3BEE03E552FC,7,"43,996.79"
Slots|Facebook|100003203094627,7,"43,703.30"
Slots|Facebook|100000723513810,8,"43,570"
Slots|Facebook|100008422232009,7,"43,493.82"
Slots|Facebook|100000083762018,7,"43,340.92"
Slots|Facebook|100006286209842,8,"43,128.54"
Slots|Facebook|1290621711,6,"42,929.48"
Slots|Facebook|1009389088,7,"42,725.59"
Slots|Apple|33F2FDC6-5BD8-47D3-A635-7CC4DC42433C,7,"42,606.67"
Slots|Facebook|1412123294,7,"42,475"
Slots|Facebook|1119081957,8,"42,360"
Slots|Apple|4d13c92f343e203f89472798f8f55f0a,7,"42,195.13"
Slots|Facebook|100000882167933,7,"42,189.89"
Slots|Apple|A1178F51-FF81-4F41-8498-5B38EB5C5DCA,7,"42,174.82"
Slots|Apple|601DE72B-B10F-41CD-9245-0404DCB3A58F,7,"42,070.76"
Slots|Facebook|100007515211201,6,"41,422.13"
Slots|Apple|a19f7396afb87c5360de2e5036f2f812,7,"41,360.68"
Slots|Facebook|100000301880308,9,"41,315.83"
Slots|Facebook|100003702245210,7,"41,086.31"
Slots|Facebook|1500446613,6,"40,908.33"
Slots|Facebook|100003044541459,7,"40,482.95"
Slots|Facebook|629435012,8,"40,470.63"
Slots|Facebook|1848615878,7,"40,433.60"
Slots|Apple|C61C77E9-75B7-4B0E-ADB9-A183F0403A67,7,"40,396.73"
Slots|Android|82708ee44dbb751b,7,"40,344.61"
Slots|Apple|865FF453-C936-4BDE-A9F5-5DBED4B1C5EA,7,"40,247.83"
Slots|Apple|D7D437B7-7C42-415D-B1F2-F5EB401D1210,6,"40,157.62"
Slots|Facebook|1571893234,8,"39,948.23"
Slots|Apple|096C076C-15F7-4E78-814F-7055DFE32492,7,"39,792.62"
Slots|Facebook|1254743116,6,"39,712.34"
Slots|Facebook|100000000647466,7,"39,639.89"
Slots|Apple|E353E06A-F770-4815-ACAE-676B6D3E5830,7,"39,567.29"
Slots|Facebook|1677942082,7,"39,383.94"
Slots|Facebook|536455545,6,"39,268.59"
Slots|Apple|BB505678-34AB-4F75-92D3-2748FBA651B2,7,"39,253.00"
Slots|Facebook|100006430386978,6,"39,222.27"
Slots|Facebook|1206663899,7,"39,135"
Slots|Facebook|1454545113,7,"39,108.92"
Slots|Apple|17299564-A6B1-441F-94F1-5E6B9ABF53E8,7,"38,876.23"
Slots|Apple|00E04FC9-507F-4837-982E-8A03D09FF2A6,6,"38,838.04"
Slots|Facebook|1543391613,8,"38,819.94"
Slots|Apple|A6DA6619-8193-46C5-A944-CA1FE91646D6,7,"38,812.44"
Slots|Android|8a67eabcd4e3dc23,7,"38,583.73"
Slots|Android|bfb2060821f631b2,6,"38,458.36"
Slots|Facebook|1466234565,7,"38,354.06"
Slots|Apple|971A50B9-3CBC-4962-8278-F3B634FAD62B,6,"38,313.87"
Slots|Facebook|596886420,8,"38,224.96"
Slots|Facebook|1552416079,8,"37,977.90"
Slots|Apple|4B73AB47-EA6D-4CE1-ABC1-FFFB606E2EEE,7,"37,958.01"
Slots|Apple|44ce364ba761762e7424299c1afa3b73,6,"37,706.46"
Slots|Apple|FF2C7638-B692-4932-A295-C888B4B3FE13,7,"37,561.98"
Slots|Facebook|1552292777,8,"37,159.75"
Slots|Apple|8EAE35DE-81E7-42BD-9971-824A9CB983D9,7,"37,014.83"
Slots|Facebook|1149721417,7,"36,955.31"
Slots|Android|7769954ec1e5cae7,7,"36,945.59"
Slots|Facebook|1653762387,7,"36,929.93"
Slots|Facebook|1429386477,7,"36,698.79"
Slots|Apple|55A2BD66-6B1E-4E63-958C-2F071A4BCBFD,7,"36,555.32"
Slots|Facebook|1276089452,7,"36,555"
Slots|Android|476666c1c64c4d23,6,"36,540.57"
Slots|Facebook|100003943737783,6,"36,402.00"
Slots|Facebook|100005262069521,6,"36,376.97"
Slots|Facebook|100002948104218,8,"36,014.93"
Slots|Facebook|100005008683013,6,"35,889.00"
Slots|Apple|e42409a9fb4e8341a4bfc1211b730fc7,6,"35,861.99"
Slots|Apple|c5d03a04f42d1bd846218c846605c75b,7,"35,591.47"
Slots|Apple|5dce162a4e4efdbb7bed635a522fcd7b,7,"35,585.55"
Slots|Apple|2503463db6d71e48238d9a6a3e48f8ef,7,"35,541.28"
Slots|Apple|CEA16B06-BD4E-43BA-9C45-D08F02F427B1,6,"35,486.94"
Slots|Apple|8d7e31139819784d4f735cc22f97f0d4,7,"35,280.31"
Slots|Facebook|1481652904,6,"35,228.96"
Slots|Facebook|1273541238,7,"34,991.96"
Slots|Facebook|1648746097,7,"34,955.57"
Slots|Apple|b251a44b9799454cd31564070347568d,6,"34,907.73"
Slots|Facebook|100001434898464,7,"34,823.29"
Slots|Facebook|100000173361672,7,"34,669.00"
Slots|Apple|523B3931-DF56-4BE0-908A-AB22B738ACE3,6,"34,596.88"
Slots|Facebook|100000577684253,6,"34,470.42"
Slots|Apple|81f68217ab5641c6ad9ab964de30ba9e,7,"34,429.39"
Slots|Facebook|100003631175471,7,"34,361"
Slots|Facebook|100000816471733,8,"34,244.98"
Slots|Facebook|571332552,7,"33,901.88"
Slots|Facebook|687856836,7,"33,806.93"
Slots|Apple|A5B0B82E-0835-45E5-A481-C630C1559350,6,"33,723.19"
Slots|Facebook|1659737981,7,"33,695.98"
Slots|Facebook|1827362221,7,"33,628.56"
Slots|Apple|7a355c8cf85349a87ffd11258964d4f3,7,"33,547.36"
Slots|Facebook|100003641393776,6,"33,468.17"
Slots|Facebook|100000816471733,8,"33,380.92"
Slots|Facebook|100008185174972,7,"33,268.70"
Slots|Facebook|100001399534027,7,"33,237.95"
Slots|Facebook|1606175362,8,"33,105"
Slots|Facebook|100004149726524,6,"33,007.25"
Slots|Apple|BBFAEA0B-6AF4-4C15-87FF-EF76AF57F5A5,6,"32,961.17"
Slots|Facebook|100000409745747,7,"32,900.66"
Slots|Apple|639B4193-329E-4E85-80F6-287B28E9C450,7,"32,895.81"
Slots|Facebook|100001268684977,6,"32,804.20"
Slots|Android|79ee0c3c957e0db0,7,"32,741.75"
Slots|Facebook|100001466651210,8,"32,701.08"
Slots|Android|c5739907d105af78,6,"32,475.14"
Slots|Facebook|100000629172566,7,"32,340"
Slots|Facebook|1539964691,7,"32,126.50"
Slots|Facebook|100003801995715,7,"32,059.96"
Slots|Apple|82FC9DB8-311C-4F4A-9A78-96FD3E6CA02C,7,"31,955.55"
Slots|Facebook|1413087851,9,"31,876.66"
Slots|Facebook|100002854435038,7,"31,871.14"
Slots|Facebook|100000068256471,7,"31,791.76"
Slots|Facebook|100008155516287,6,"31,786.96"
Slots|Facebook|100003382634703,9,"31,761.17"
Slots|Facebook|100001953671538,7,"31,728.69"
Slots|Facebook|100002700112098,6,"31,669.94"
Slots|Facebook|100000009986563,6,"31,525.93"
Slots|Android|160f19007d70fc54,7,"31,305.88"
Slots|Facebook|1410048992633993,6,"31,293.84"
Slots|Facebook|100000576289832,6,"31,143.99"
Slots|Apple|6da12a5dede0e1a15ed01f0d6568bb7e,6,"31,099.20"
Slots|Facebook|100000969230460,7,"31,075"
Slots|Gamesys|acvtree@aol.com,6,"30,930.59"
Slots|Apple|e229012db421d1fc2bfcd1f07ddc4f44,6,"30,913.02"
Slots|Facebook|563148160,7,"30,913"
Slots|Apple|11A21B15-83FE-49E1-B34A-23A778DF3367,6,"30,793.22"
Slots|Facebook|100004261749744,9,"30,792.85"
Slots|Facebook|100000355867756,7,"30,651"
Slots|Facebook|100003734521241,6,"30,629.30"
Slots|Apple|DAA374F5-639D-47B8-B001-C66F72BE2E26,6,"30,614.46"
Slots|Facebook|1769011949,7,"30,610"
Slots|Facebook|100003909131682,7,"30,431.14"
Slots|Facebook|100001573763995,6,"30,191.06"
Slots|Facebook|100004313070859,7,"30,165"
Slots|Apple|cd9df09b70ddb23277fa64db894cc4e6,6,"30,157.83"
Slots|Facebook|100001540768266,8,"30,155.41"
Slots|Facebook|100001250233800,6,"30,093.84"
Slots|Facebook|1325796814,7,"29,953.61"
Slots|Facebook|100003047432647,7,"29,939.95"
Slots|Facebook|100001025827113,7,"29,764.78"
Slots|Apple|d3c1145838608a21b1b8fd783f68b469,7,"29,724.14"
Slots|Facebook|100000760022077,6,"29,683.36"
Slots|Facebook|1235925074,6,"29,399.74"
Slots|Facebook|768076121,7,"29,219.85"
Slots|Facebook|1750297764,7,"29,198.75"
Slots|Apple|119a455c1c733ebc5775deba682d9ab8,6,"29,142.98"
Slots|Facebook|1701565859,8,"29,071.28"
Slots|Facebook|1499560724,7,"29,044.81"
Slots|Facebook|1681160149,6,"29,039.96"
Slots|Apple|B1DB7A95-AE20-4567-AC87-0E2590063B4E,7,"28,926.81"
Slots|Facebook|100007925103711,6,"28,919.17"
Slots|Facebook|1102548712,7,"28,900.93"
Slots|Facebook|1686664366,6,"28,882.07"
Slots|Apple|5f4e9ca31468580fe0c970c590583f9d,7,"28,754.12"
Slots|Apple|5527B6A5-A4C3-40A5-8639-859B5E87A1B7,6,"28,666.44"
Slots|Facebook|100001464850530,7,"28,651.02"
Slots|Apple|F8BDE0BA-18D3-4C10-8BE6-309B5CACB271,6,"28,594.32"
Slots|Facebook|100005456194773,6,"28,532.24"
Slots|Facebook|100003057291730,8,"28,508.85"
Slots|Facebook|100000613712303,6,"28,440"
Slots|Facebook|1842696595,6,"28,222.71"
Slots|Apple|68d24d6a6e2ce037dacaa5db074cf676,7,"28,145.94"
Slots|Facebook|100001875205982,7,"28,095.84"
Slots|Facebook|1271864479,6,"27,949.50"
Slots|Facebook|776984725,7,"27,922.64"
Slots|Apple|C378AF5F-AA1D-468B-B4DB-3BEBD2651A07,6,"27,853.88"
Slots|Facebook|100000216931514,7,"27,805.27"
Slots|Apple|249A29E2-80E2-4EF2-8993-1BE6BFEA75F1,6,"27,640.46"
Slots|Facebook|710223292,6,"27,636.38"
Slots|Facebook|100000563010945,6,"27,473.47"
Slots|Facebook|100003826971608,7,"27,459.13"
Slots|Apple|9c07b4193f7837153d4e620982a1764f,6,"27,439.24"
Slots|Facebook|836015042,5,"27,179.09"
Slots|Facebook|100002156640818,6,"27,089.64"
Slots|Facebook|100001697327931,7,"27,070.16"
Slots|Facebook|100003488955022,7,"26,970"
Slots|Facebook|1485722975,7,"26,920"
Slots|Android|d14d2870b3784338,6,"26,864.31"
Slots|Apple|482AEC2B-1406-4D19-ADED-0BC13FC77D35,6,"26,800.79"
Slots|Facebook|100000261293572,6,"26,698.94"
Slots|Facebook|100003222334140,8,"26,682"
Slots|Apple|7A084430-ACF1-448E-B3D1-9DD55B7FF642,6,"26,671.98"
Slots|Facebook|100000117344305,7,"26,644.99"
Slots|Apple|89D7EF8B-DD0D-45EE-BFD6-B1BBD747267F,6,"26,505.77"
Slots|Apple|0800B911-C936-4900-A2E3-30342EF45EC1,6,"26,489.43"
Slots|Facebook|100001447797220,7,"26,480"
Slots|Apple|6DC31E4C-B0C1-4170-9A06-BDF6A02867C5,6,"26,399.21"
Slots|Facebook|100001979884978,7,"26,342.31"
Slots|Facebook|1354688785,6,"26,248.90"
Slots|Facebook|1222216068,6,"26,196"
Slots|Apple|39190D19-CC51-4E13-AA3B-39018EA2CD5A,6,"26,130.54"
Slots|Gamesys|debbieavery428@gmail.com,6,"26,119.06"
Slots|Facebook|100005605862504,5,"26,088.73"
Slots|Facebook|100004151435639,6,"25,688.45"
Slots|Facebook|100004322010606,6,"25,606.71"
Slots|Apple|B5AEF372-12A0-4140-9648-9EA68E3A32FB,6,"25,535.30"
Slots|Apple|10a45f6be35b2bea717fb6aa186f678e,6,"25,463.89"
Slots|Facebook|1648746097,7,"25,454.98"
Slots|Facebook|1361735594,6,"25,279.83"
Slots|Apple|C7C5239D-A197-486A-B2EA-BEB843AEFC88,6,"25,163.84"
Slots|Facebook|100000793856874,9,"25,145.24"
Slots|Facebook|1141939367,7,"25,006.50"
Slots|Android|4c35fe3b1bdcb7d5,6,"24,925.76"
Slots|Apple|9B2DF6CB-0A60-4A7D-AE7C-F710F0175757,6,"24,887.42"
Slots|Android|10f85c75743ae9db,6,"24,837.30"
Slots|Facebook|100000061977868,6,"24,784.99"
Slots|Facebook|100000503271652,7,"24,698.11"
Slots|Facebook|100001810492629,8,"24,690.37"
Slots|Facebook|1475778057,6,"24,476.19"
Slots|Facebook|100000640872732,9,"24,386.48"
Slots|Facebook|100003898539264,6,"24,226.97"
Slots|Apple|20e5664d54a773359c88b40b830293ab,6,"24,181.93"
Slots|Facebook|1467083426,7,"24,142.94"
Slots|Apple|5a7247a645739ddf0598a906d5dde2f1,8,"24,112.11"
Slots|Facebook|1007880662,7,"24,036.30"
Slots|Facebook|835105007,6,"24,025.00"
Slots|Apple|624AF46A-A1FE-4ECA-B52E-B0F3E26FC330,6,"24,017.74"
Slots|Facebook|100001092061432,6,"23,946.43"
Slots|Gamesys|vjoyt@yahoo.com,5,"23,866.68"
Slots|Facebook|100001466651210,8,"23,729.81"
Slots|Facebook|100000747976884,6,"23,681.70"
Slots|Android|ed7bbaab66e77fe9,6,"23,537.68"
Slots|Facebook|1652962652,8,"23,501.07"
Slots|Facebook|1273764389,7,"23,418.61"
Slots|Apple|BAD941CF-38A3-46B6-B2A3-A5217270F495_1,6,"23,313.33"
Slots|Facebook|1409836076,6,"23,236"
Slots|Apple|DF4A1799-11D5-4D4F-A27F-AD16AEEF0FC9,6,"23,204.51"
Slots|Apple|D1C42C2F-79FC-46D3-8DE0-AD9D270DD168,6,"23,158.93"
Slots|Facebook|1677942082,7,"23,157.66"
Slots|Facebook|100000786135943,6,"23,131.83"
Slots|Facebook|100001716096064,6,"23,100.82"
Slots|Facebook|100000918407395,9,"23,095.46"
Slots|Facebook|100000958741153,6,"22,967.53"
Slots|Apple|323998f6661205b487996281a3b0e851,5,"22,953.65"
Slots|Facebook|1073953333,6,"22,858.53"
Slots|Apple|D450F013-4A13-49D8-A7BA-7F9D4F1CBB1F,6,"22,812.50"
Slots|Facebook|100000135717247,7,"22,724.91"
Slots|Facebook|1350383485,5,"22,510.72"
Slots|Facebook|100001466651210,8,"22,430.55"
Slots|Facebook|1351290732,6,"22,414.82"
Slots|Facebook|100001706408350,7,"22,398.89"
Slots|Facebook|100002462535828,8,"22,396.84"
Slots|Apple|28B54F61-3235-4150-9109-C9C34A7195D3,5,"22,329.25"
Slots|Facebook|696469154,6,"22,168.73"
Slots|Facebook|1302576375,6,"22,150.99"
Slots|Facebook|574611540,6,"22,141.99"
Slots|Facebook|1229940700,6,"21,918.16"
Slots|Facebook|1007880662,7,"21,892.18"
Slots|Apple|4BB93047-BBDC-4575-80DB-EBE9D68472A2,5,"21,874.97"
Slots|Facebook|100001351224705,8,"21,866.59"
Slots|Facebook|577899704,6,"21,815.49"
Slots|Apple|C9A2CE52-AF0D-4E61-910D-5C6679B82A29_2,6,"21,745.49"
Slots|Apple|7A9C38EE-1355-4A29-9E32-09B4AFEF2E3B,6,"21,658.20"
Slots|Facebook|100001249700592,6,"21,577.38"
